InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-4	2	1	26	2	118	358	0.070437	3	4.27E-05
poi-10-4	2	1	26	3	59	179	0.0353287	0	0
poi-10-4	2	1	26	3	118	358	0.0758945	10	0.0002385
poi-10-4	2	1.33	13	1	59	163	0.0231862	0	0
poi-10-4	2	1.33	13	1	118	324	0.0611441	0	0
poi-10-4	2	1.33	13	2	59	163	0.023818	0	0
poi-10-4	2	1.33	13	2	118	324	0.0619931	0	0
poi-10-4	2	1.33	13	3	59	163	0.0243679	0	0
poi-10-4	2	1.33	13	3	118	324	0.0629518	0	0
poi-10-4	2	1.33	26	1	59	184	0.029409	0	0
poi-10-4	2	1.33	26	1	118	399	0.0819512	0	0
poi-10-4	2	1.33	26	2	59	184	0.0319812	0	0
poi-10-4	2	1.33	26	2	118	399	0.0931126	0	0
poi-10-4	2	1.33	26	3	59	184	0.0342564	0	0
poi-10-4	2	1.33	26	3	118	399	0.0995691	0	0
poi-10-5	1	0.67	14	1	52	109	0.0285107	2	1.41E-05
poi-10-5	1	0.67	14	1	104	215	0.036441	0	0
poi-10-5	1	0.67	14	2	52	109	0.0291932	2	1.36E-05
poi-10-5	1	0.67	14	2	104	215	0.0371039	0	0
poi-10-5	1	0.67	14	3	52	109	0.029714	3	1.98E-05
poi-10-5	1	0.67	14	3	104	215	0.0377721	0	0
poi-10-5	1	0.67	28	1	52	109	0.0311744	2	1.4E-05
poi-10-5	1	0.67	28	1	104	215	0.048254	0	0
poi-10-5	1	0.67	28	2	52	109	0.0318517	7	4.9E-05
poi-10-5	1	0.67	28	2	104	215	0.0530893	0	0
poi-10-5	1	0.67	28	3	52	109	0.0327158	2	1.47E-05
poi-10-5	1	0.67	28	3	104	215	0.0568853	0	0
poi-10-5	1	1	14	1	52	109	0.0345268	3	2.41E-05
poi-10-5	1	1	14	1	104	215	0.0626168	0	0
poi-10-5	1	1	14	2	52	109	0.0356085	7	5.78E-05
poi-10-5	1	1	14	2	104	215	0.0638327	0	0
poi-10-5	1	1	14	3	52	109	0.0366914	2	1.54E-05
poi-10-5	1	1	14	3	104	215	0.0655012	0	0
poi-10-5	1	1	28	1	52	109	0.0380528	3	2.56E-05
poi-10-5	1	1	28	1	104	215	0.0642002	0	0
poi-10-5	1	1	28	2	52	109	0.0406704	1	7.5E-06
