name,alpha,beta,L,m,T,OBJ,GAP,CPU,nodes,obj_bound,root_time,root_obj,root_bound,frac_time,frac_calls,int_time,int_calls,total_cuts,frac_conn,conn,noverlap,0noverlap,proper_noverlap,depot_flyover,synchro,compl_time,y(N),z(H),w(N),LP_time,LP_obj
poi-10-5,1,0.67,7,3,52,109,0,0.004979,0,109,0.00190592,109,235,0,0,0.000292,2,0,0,0,0,0,0,0,0,49,3,0/0,0,0.00131798,109
poi-10-5,1,0.67,7,3,104,215,0,0.049685,1,215,0.04637,215,219,0.000706,13,0.000735,6,18,15,3,0,0,0,0,0,90,6,0/0,0,0.0135629,292
poi-10-5,1,0.67,21,1,52,109,0,0.00986,0,109,0.00537801,109,415,0,0,0.000423,3,0,0,0,0,0,0,0,0,49,3,0/16,0,0.00497198,109
poi-10-5,1,0.67,21,1,104,215,0,0.058224,9,215,0.0516319,215,264,0.000648,17,0.000991,11,16,8,6,0,0,0,0,2,84,6,0/16,0,0.00812101,349
poi-10-5,1,0.67,21,2,52,109,0,0.011479,0,109,0.00643992,109,415,0,0,0.000523,3,0,0,0,0,0,0,0,0,49,3,0/16,0,0.00569081,109
poi-10-5,1,0.67,21,2,104,215,0,0.074501,25,215,0.061974,215,280,0.000891,25,0.000984,7,15,8,6,0,0,0,0,1,97,6,0/16,0,0.00996208,349
poi-10-5,1,0.67,21,3,52,109,0,0.008002,0,109,0.000325918,109,1E+100,0,0,0.000124,1,0,0,0,0,0,0,0,0,49,3,0/16,0,0.00405908,109
poi-10-5,1,0.67,21,3,104,215,0,0.064243,4,215,0.0564771,215,272,0.0004,9,0.000886,8,15,8,6,0,0,0,0,1,92,6,0/16,0,0.012939,349
poi-10-5,1,0.67,35,1,52,122,0,0.011627,0,122,0.00670314,122,599,0,0,0.000669,6,3,0,0,0,0,0,0,3,49,3,1/90,0,0.00511098,122
poi-10-5,1,0.67,35,1,104,215,0,0.109929,7,215,0.103559,215,308,0.000731,21,0.000655,6,4,0,0,0,0,0,0,4,96,6,0/90,0,0.10875,215
poi-10-5,1,0.67,35,2,52,122,0,0.012925,0,122,0.00872993,122,599,0,0,0.000712,6,3,0,0,0,0,0,0,3,49,3,1/90,0,0.00736308,122
